Organization Name,Organization Name URL,Headquarters Location,Full Description,Operating Status,Company Type,Last Funding Type,Diversity Spotlight (US Headquarters Only),Founded Date,Founded Date Precision,Industries
Axis Jet,https://www.crunchbase.com/organization/axis-jet,"Sacramento, California, United States","Axis Aviation Group, Inc. operates as an aircraft management company. Their services are aircraft sales, aircraft charter, aircraft management, acquisition, and brokerage. They manage trip expenses, maintenance, pilot crewing, refueling, hangar storage, and cleaning of their plane.",Active,For Profit,,,2004-01-01,year,"Air Transportation, Management Consulting, Transportation"
Exquisite Air Charter,https://www.crunchbase.com/organization/exquisite-air-charter,"Canyon Country, California, United States",,Active,For Profit,,,2004-01-01,year,"Air Transportation, Freight Service, Transportation"
Symscape,https://www.crunchbase.com/organization/symscape,"Grantham, New Hampshire, United States",,Active,For Profit,,,2006-01-01,year,"3D Technology, Aerospace, Automotive, Software"
Great Circle Aircraft,https://www.crunchbase.com/organization/great-circle-aircraft,"Kirkland, Washington, United States",,Active,For Profit,,,2009-01-01,year,"Aerospace, Customer Service, Manufacturing, Sales"
Rocky Aviation,https://www.crunchbase.com/organization/rocky-aviation,"Goodland, Kansas, United States",,Active,For Profit,,,2007-01-01,year,"Aerospace, Direct Sales, Insurance"
Mid South Jets,https://www.crunchbase.com/organization/mid-south-jets,"Memphis, Tennessee, United States","Mid South Jets provides a control for planes, aviation leasing, and corporate entity acquisition of aircraft that includes a requirement, and the commercialization of aircraft can sales and image for the company. They offer a device, the aircraft, which needs repairing and managing.",Active,For Profit,,,2005-01-01,year,"Aerospace, Leasing, Sales, Transportation"
World Class Solutions,https://www.crunchbase.com/organization/world-class-solutions,"Miami, Florida, United States",,Active,For Profit,,,2008-01-01,year,"Air Transportation, Logistics, Shipping, Transportation"
Admiral Filter Company,https://www.crunchbase.com/organization/admiral-filter-company,"Rockaway, New Jersey, United States",,Active,For Profit,,,2008-01-01,year,"Aerospace, Automotive, Industrial, Manufacturing, Product Design"
Cygnus Aerospace,https://www.crunchbase.com/organization/cygnus-aerospace,"Warner Robins, Georgia, United States",,Active,For Profit,,,2003-01-01,year,"Aerospace, Industrial Manufacturing, Manufacturing"
Daytona Aircraft Services,https://www.crunchbase.com/organization/daytona-aircraft-services,"Daytona Beach, Florida, United States","Daytona Aircraft Services offers avionics repairs, installations, aircraft parts,and aircraft inspections. Their services include turbine specific services, combined turbines, piston services, piston specific services, sheet metal, and repairs. They provide service jets, turboprops, and multi- and single-engine aircraft from all the major aircraft manufacturers, including cessna, piper, beechcraft, diamond and many others.",Active,For Profit,,,2007-01-01,year,"Aerospace, Industrial, Manufacturing"
Montex,https://www.crunchbase.com/organization/montex,"Poland, Indiana, United States",,Active,For Profit,,,2003-01-01,year,"Aerospace, Product Design"
TESBL,https://www.crunchbase.com/organization/tesbl,"New York, New York, United States",,Active,For Profit,,,2009-01-01,year,"Aerospace, Electronics, Manufacturing"
JetBed,https://www.crunchbase.com/organization/jetbed,"San Diego, California, United States",,Active,For Profit,,,2008-01-01,year,"Aerospace, Industrial, Manufacturing"
IN Space,https://www.crunchbase.com/organization/in-space,"Lafayette, Indiana, United States","IN Space was founded in 2003 to research, develop, and design advanced propulsion technologies for space exploration, space commercialization, and national defence. Among the capabilities IN Space has at its disposal for supporting its research and development and engineering services are both industry-standard capabilities and unique capabilities. They use this machine for parts and assemblies and offer 3D printing as a service to other interested companies and individuals.",Active,For Profit,,,2003-01-01,year,"3D Printing, Aerospace, Architecture, Manufacturing, Technical Support"
Galley Support Innovations,https://www.crunchbase.com/organization/galley-support-innovations,"Sherwood, Arkansas, United States",,Active,For Profit,,,2005-01-01,year,"Aerospace, Hardware, Manufacturing"
The Early Air Way,https://www.crunchbase.com/organization/the-early-air-way,"Van Nuys, California, United States","The Early Air Way has been a reliable and trusted aircraft provider for US senators, governors, and Fortune 1000 CEOs for years. We are operated by experienced and passionate aviation professionals who make sure your experience is beyond expectation, and we have among the best air crafts for Corporate Jet Charter, Private Jet Charter, and Air Charter for other occasions. Visit http://www.theearlyairway.com/ for more info!",Active,For Profit,,,2005-01-01,year,"Air Transportation, Privacy, Public Transportation"
Home Comfort Experts,https://www.crunchbase.com/organization/home-comfort-experts,"Mishawaka, Indiana, United States","Home Comfort Experts is a consumer service. They provide financial assistance to make a purchase of electric equipment relatively accessible for the households that services. They offer heating and air conditioning, indoor air quality products and services, heat pump, maintenance, repair.",Active,For Profit,,,2003-01-01,year,"Air Transportation, Business Development, Real Estate"
Denec Solutions,https://www.crunchbase.com/organization/denec-solutions,"Titusville, Florida, United States","Denec Solutions provides industrial and residential services that includes aerospace, industrial automation, and electric control panel services. They provides industrial robotic systems with integrated conveyor lines, turntables, and peripheral process equipment. Their customer support through phone contact.",Active,For Profit,,,2009-01-01,year,"Aerospace, Industrial Automation, Industrial Engineering"
Pierce Aviation,https://www.crunchbase.com/organization/pierce-aviation,"Hammond, Louisiana, United States",,Active,For Profit,,,2008-01-01,year,"Aerospace, Customer Service, Service Industry"
ASAP Sourcing Solution,https://www.crunchbase.com/organization/asap-sourcing-solution,"Pittsburgh, Pennsylvania, United States",,Active,For Profit,,,2009-01-01,year,"Aerospace, Management Consulting, Service Industry"
Forecast,https://www.crunchbase.com/organization/forecast-d6ab,"Franktown, Colorado, United States",,Active,For Profit,,,2005-01-01,year,"Aerospace, Consulting, Service Industry"
Nexjet Corporation,https://www.crunchbase.com/organization/nexjet-corporation,"Long Beach, California, United States",,Active,For Profit,,,2007-01-01,year,"Air Transportation, Hotel, Leisure, Transportation, Travel"
Emergency Airlift,https://www.crunchbase.com/organization/emergency-airlift,"Klamath Falls, Oregon, United States",,Active,For Profit,,,2005-01-01,year,"Air Transportation, First Aid, Health Care"
Pacmet Aerospace,https://www.crunchbase.com/organization/pacmet-aerospace,"Ontario, California, United States","Pacmet Aerospace specializes in precision sheet metal stamping, fabrication, and tailored elastomers. The company started as a precision sheet metal stamping and metal forming business focusing on aircraft interior components for commercial aircraft.",Active,For Profit,,,2005-01-01,year,"Aerospace, Industrial Engineering, Manufacturing, Mechanical Engineering"
